game_id,word,changed_word,current_std_word,remark,new_std_word,add_line,change_remark,double_change
531290,Dr._Samuelson,,scientist,name,DELETE,,,1
604987,battle_stamps,,letter_mail,world,mark_tattoo,,,1
606327,Earth_Defense_Force,,magic,world,army,,,1
610675,Haunted_Wood,,tree,world,forest,,,1
618273,Nationwide_Tour,,country_nation,world,DELETE,,,1
618775,Capture_the_Flag,,conquer,event,DELETE,,,1
622897,Cookie_Monster,,monster,name,DELETE,,,1
623294,Dr._Eggman,,evil_doctor,name,villain,,,1
623315,Corporal_Lee_Imlay,,army,name,DELETE,,,1
625850,Furious_Five,,frantic,name,DELETE,,,1
627553,Dr._Robotnik,,robot,name,DELETE,,,1
628146,Golden_Gate_Bridge,golden_gate_bridge__name,bridge,name,attractions_sights,,,1
628357,Assassins_brotherhood,assassins_brotherhood__name,assassin,name,licensed_content_video_games,,,1
630985,Capture_the_Flag,,conquer,event,DELETE,,,1
632836,Captain_Haddock,captain_haddock__name,captain_ships_spacecraft,name,licensed_content_cultural_products,,,1
632874,Captain_Hook,captain_hook__name,captain_ships_spacecraft,name,licensed_content_cultural_products,,,1
636040,dark_forces,,magic,world,faction_coalition,,,1
640857,Dr._Eggman,,evil_doctor,name,villain,,,1
640910,Hill_Valley,valley__name,valley,name,DELETE,,,1
641824,golden_werewolf,,gold,name,DELETE,,,1
647153,Freelance_Police,,company_business_corporation,world,DELETE,,,1
652988,Doctor_Who,,doctor_medic,name,DELETE,,,1
655774,Justice_League,,tournament_competition,name,licensed_content_cultural_products,,,1
655774,Justice_League,,justice,name,licensed_content_cultural_products,,,1
668999,God_of_War,,war,name,licensed_content_video_games,,,1
668999,God_of_War,god_of_war,god_deity,name,licensed_content_video_games,,,1
670455,Agent_47,agent_47__name,agent,name,licensed_content_video_games,,,1
673089,Celestial_Emperor,,magic,name,emperor,,,1
673455,Hit'n'Run,hit'n'run_mode__mode,hit_strike_blow,mode,run_dash_sprint,,,1
684232,Earth_Defense_Force,defense__world,defend,world,army,,,1
687863,Dr._Robotnik,,evil_doctor,world,villain,,,1
707100,Dr._Julia_Carson,,evil_doctor,name,DELETE,,,1
709763,Army_of_Darkness,,army,name,licensed_content_video_games,,,1
709763,Army_of_Darkness,,dark_black_grim,name,licensed_content_video_games,,,1
763235,Divine_Knight_Valimar,,god_deity,world,holy_sacred,,,1
932031,Black-Suited_Spider-Man,,mech_robot,world,DELETE,,,1
932201,babalities,,baby,name,DELETE,,,1
932932,Division_I,,army,name,DELETE,,,1
935422,pits,,compete,world,fight,,,1
936562,Capture_the_flag,,conquer,event,DELETE,,,1
937627,Babalities,,baby,name,DELETE,,,1
937971,Daffy_Duck,,bird,name,licensed_content_cultural_products,,,1
938450,fashion_models,fashion__world,fashion,world,DELETE,,,1
938642,Dark_Rogues,dark_rogues__name,dark_black_grim,name,rebel,,,1
939069,Alliance_of_Free_Planets,,rescue,name,freedom_liberty,,,1
939524,Green_Goblin,,orc_troll,name,DELETE,,,1
942659,Capture_the_Flag,capture_the_flag__event,conquer,event,DELETE,,,1
943495,Agent_47,agent_47__name,agent,name,licensed_content_video_games,,,1
943805,Chef_Ramsay,chef_ramsay__name,chef_cook,name,licensed_content_cultural_products,,,1
944425,home_improvement,,learn,event,fix_repair,,,1
944785,Earth_Defense_Force,,defend,world,army,,,1
945167,Furious_Five,,frantic,name,licensed_content_cultural_products,,,1
945407,couch_vs._couch,,team_group_crew_squad,world,compete,,,1
945617,crime-lord,,nobility_lord_count_baron,world,leader,,,1
946757,Battle_mode,,battle,mode,compete,,,1
955097,battle,,battle,event,compete,,,1
960452,Golden_Road,,road,name,licensed_content_cultural_products,,,1
960801,Dark_Force,,magic,world,dark_black_grim,,,1
981375,insane,,crazy_wacky,world,insane_deranged,,,1
984778,Commander_Video,commander_video__name,soldier,name,licensed_content_video_games,,,1
986265,Dr._Diggabone,,evil_doctor,name,DELETE,,,1
990635,American_Baseball_Darts,,united_states,event,darts,,,1
990635,American_Baseball_Darts,,baseball,event,darts,,,1
991730,Guardians_of_Ga'Hoole,guardians_of_ga'hoole__name,guardian,name,licensed_content_cultural_products,,,1
994624,capture_the_star,,conquer,event,DELETE,,,1
996489,Fallen_Angels,,death,name,demon_devil,,,1
997173,Dr._Eggman,,evil_doctor,name,villain,,,1
997428,Emergency_Animal_Control_Station,,base_headquarter_fort,world,DELETE,,,1
997575,Dr._Eggman,,evil_doctor,name,villain,,,1
997720,horseback_riding,,race,event,ride,,,1
998009,crime_lord,,nobility_lord_count_baron,world,leader,,,1
516505,POWERS,,,world,special_powers,,,
603732,powers,,,world,special_powers,,,
604515,UFC,,,world,licensed_tournament,1,1,
604987,superpowers,,,world,special_powers,,,
605304,force,,,world,power_control_rule,,,
605304,powers,,,world,special_powers,,,
605959,catapults,,,world,artillery_cannon,,,
605975,powers,,,world,special_powers,,,
610420,powers,,,world,special_powers,,,
611664,pint_sized,,,world,,,1,
611852,MotoGP,,,world,motorsport,1,1,
611875,power,,,world,special_powers,,,
615370,obstacle_course,,,world,racetrack,1,,
615816,Prototype,,,franchise,licensed_content_video_games,,1,
616326,MLB,,,world,licensed_tournament,,1,
618775,teamwork,,,event,,,1,
620232,power,,,world,special_powers,,,
620232,Tears_to_Tiara,,,franchise,licensed_content_video_games,,1,
621309,power,,,world,special_powers,,,
623315,Los_Angeles,,,name,city,1,,
623998,commando,,,world,,,1,
625218,experimental,,,world,technology,,,
626268,Dr_Doofenshmirtz,,,name,villain,,,
628132,waving,,,event,,,1,
628132,wingsuit,,,world,,,1,
630384,claim,,,world,,,1,
631685,power,,,world,special_powers,,,
632676,Power_Sword,,,world,special_powers,,,
632708,single,,,world,,,1,
632821,back_in_time,,,world,,,1,
632857,winter,,,world,,,1,
633221,power,,,world,special_powers,,,
633402,action__combat,,,genre,combat,1,,
634475,special_powers,,,event,special_powers,,,
637912,Mad_Scientist,,,world,scientist,1,,
640250,Dr._Terrible,,,name,villain,,,
640651,powers,,,world,special_powers,,,
640660,powers,,,world,special_powers,,,
640837,Mamma_Mia,,,name,,,1,
640857,Little_Planet,,,name,,,1,
644714,hitman,,,world,,,1,
648265,powers,,,world,special_powers,,,
649270,superpowers,,,world,special_powers,,,
650668,powers,,,world,special_powers,,,
652999,pulp_action_adventure,,,genre,,,1,
652999,pulp_action_adventure,,,genre,action,1,1,
652999,pulp_action_adventure,,,genre,adventure,1,1,
657807,Mad_Scientist,,,world,scientist,1,,
657979,power,,,world,special_powers,,,
661202,action_racing,,,genre,race,1,,
662532,powers,,,world,special_powers,,,
664238,third-person_action-adventure,,,genre,action,1,1,
664238,third-person_action-adventure,,,genre,adventure,1,1,
664523,run_and_dodge,,,event,avoid,1,,
666596,races,,,world,,,1,
667067,Lost_Planet,,,franchise,,,1,
668545,ice_smashing,ice__event,,world,actic_frozen_icy,,1,
669288,zombies,,,world,,,1,
671114,NASCAR,,,name,,,1,
671623,special_abilities,,,event,special_powers,,,
672703,collateral,,,world,DELETE,,,
672717,powers,,,world,special_powers,,,
673021,powers_,,,world,special_powers,,,
681609,battleships,,,world,,,1,
681989,lightning,,,name,,,1,
683105,shape,,,event,build_construct,,1,
684759,powers,,,world,special_powers,,,
693067,power,,,world,magic,,,
695400,powers,,,world,special_powers,,,
702770,power,,,world,special_powers,,,
704788,street,,,world,cool_groovy,,,
706032,fire,,,world,,,1,
706032,powers,,,world,special_powers,,,
710975,powers,,,world,special_powers,,,
710975,Secret_Royal_Dungeon,,,world,dungeon,1,,
715250,battleships,,,world,,,1,
717907,powers,,,world,special_powers,,,
809372,action_adventure,,,genre,,,1,
809372,action_adventure,,,genre,action,1,1,
928149,powers,,,world,special_powers,,,
928334,powers,,,world,special_powers,,,
928377,leader,,,world,,,1,
928518,power,,,world,special_powers,,,
930013,leadership,,,event,,,1,
930281,power,,,world,magic,,,
930760,strikers,,,world,,,1,
931221,supernatural,,,world,superhuman,,,
932031,powers,,,world,special_powers,,,
932517,Power_Pellets,,,world,special_powers,,,
932811,re-create,,,event,,,1,
932935,relay,,,mode,team_group_crew_squad,,1,
933123,crime_thriller,,,genre,tension_suspense,1,,
933155,power,,,world,special_powers,,,
933155,peace,,,world,,,1,
934329,Beat_The_Bomb,,,mode,mode explode_blast,1,,
934752,wingmen,,,world,,,1,
935581,fish,,,world,underwater_animal,,1,
935598,Star_Carnival_Bowling,,,event,,,1,
935684,powers,,,world,special_powers,,,
935869,powers,,,world,special_powers,,,
935869,special_abilities,,,world,special_powers,,,
936427,basketball,,,event,,,1,
936499,struggling,,,world,downtrodden_oppressed,,,
936936,power,,,world,special_powers,,,
937723,power,,,world,special_powers,,,
937821,rocket,,,world,,,1,
938058,capture,,,mode,capture,1,,
938142,powers,,,world,special_powers,,,
938142,peace,,,world,,,1,
938400,power,,,world,power_control_rule,,,
938464,players,,,world,,,1,
938518,power,,,world,special_powers,,,
938535,space_blaster,,,genre,shoot,1,1,
938583,powers,,,world,special_powers,,,
938642,struggles,,,event,overcome,,1,
938954,race_car,,,world,,,1,
939007,stink_bombs,,,world,bomb,1,,
939093,rock_concert,,,world,rock_and_roll_music_genre,1,,
939210,third_person_action_shooter,,,genre,action,1,1,
939210,third_person_action_shooter,,,genre,shoot,1,1,
939214,kitsch,,,world,over_the_top,,,
939310,powers,,,world,special_powers,,,
939322,vortex_grenade,,,world,bomb,1,,
939346,power,,,world,special_powers,,,
939417,powers,,,world,special_powers,,,
939472,action-retro_2-D_sci-fi_side_scrolling_future,,,genre,sci-fi,1,,
939578,Trade_Federation,,,world,,,1,
939986,U.S._Army,,,world,army,1,,
941699,power,,,world,special_powers,,,
941882,powers,,,world,special_powers,,,
941958,art_deco,,,world,world_war_ii,,,
941969,force,,,world,army,,,
941992,spin,,,event,,,1,
941995,line,,,world,,,1,
942012,spinning,,,event,,,1,
942025,super_powers,,,world,special_powers,,,
942059,struggling,,,event,,,1,
942613,race,,,world,,,1,
942736,powers,,,world,special_powers,,,
943086,rock,,,event,,,1,
943298,take_on,,,event,compete,,,
943298,face_off,,,event,compete,,,
944203,tour,,,world,perform_entertain,,,
945131,powers,,,world,special_powers,,,
946219,power,,,world,special_powers,,,
946219,special_abilities,,,event,special_powers,,,
946219,super_powers,,,world,special_powers,,,
949115,super_powers,,,world,special_powers,,,
949926,music_video_games,,,genre,,,1,
950906,kitsch,,,world,over_the_top,,,
951177,power ups,,,world,powerup_pickup,1,,
952259,speed,,,world,,,1,
952299,secure,,,event,stop,,,
955263,shooter,,,event,shot_sports,,1,
955263,Sharp_Shooter,,,mode,aim,,,
955480,powers,,,world,special_powers,,,
956904,lose,,,event,goal_run_point,,,
957669,Boom_Blox,,,world,block_cube_brick,1,1,
958322,Lost_Planet,,,franchise,licensed_content_video_games,,1,
958390,Orient,,,world,the_east,,1,
958780,on-rails,,,perspective,on_rails,,,
959082,anti-aircraft,,,world,shoot,,,
959713,powers,,,world,special_powers,,,
960101,weaken,,,world,injured_wounded,,,
960162,winged,,,event,fly,,,
960162,powers,,,world,special_powers,,,
960276,special_powers,,,event,special_powers,,,
960395,mind,,,world,zen,,,
960401,circuit,,,event,exercise_fitness,,1,
960521,circuit,,,world,tournament_competition,,,
960638,experimental,,,world,technology,,,
961266,badges,,,world,DELETE,,,
961775,draft,,,event,recruit,,,
968937,powers,,,world,special_powers,,,
971481,3d,,,perspective,3D,1,,
971481,heroes,,,world,hero,1,,
972039,dino-survivalist,,,world,dinosaur,1,,
973238,powers,,,world,army,,,
978622,powers,,,world,special_powers,,,
980491,power,,,world,special_powers,,,
981383,hooks,,,world,,,1,
986132,dance,,,world,,,1,
986137,train,,,world,,,1,
986263,powers,,,world,special_powers,,,
988983,crime_thriller,,,genre,tension_suspense,1,,
989521,defenses,,,world,,,1,
990007,mob_bosses,,,world,gang_criminal_organization_maffia,1,,
990637,powers,,,world,special_powers,,,
991475,powers,,,world,special_powers,,,
991475,forces,,,event,move_special_move,,1,
994882,naval_action_shooter,,,genre,action,,1,
994882,naval_action_shooter,,,genre,shoot,1,1,
994906,Snowboarding,,,event,,,1,
994906,Slalom,,,event,,,1,
994906,Fencing,,,event,sword,,1,
994906,Log_Cutting,,,event,saw,,1,
994906,Lacrosse,,,event,,,1,
995051,power,,,world,special_powers,,,
995075,XBLA,,,name,DELETE,,,
995452,race,,,world,,,1,
995751,U.S._Forces,,,world,army,1,1,
995982,power,,,world,special_powers,,,
996557,Dr._Faust,,,name,villain,,,
997501,power,,,world,special_powers,,,
997593,Space_Invaders,,,world,outer_space,1,1,
997628,Track_&_Field,,,event,,,1,
997628,Table_Tennis,,,event,,,1,
997664,power,,,world,special_powers,,,
997664,rock_and_roll,,,world,,,1,
997761,yarn,,,world,stitch_sew,,,
998530,Mount_Fuji,,,name,asia,1,,
999548,losing,,,event,defeat,,,
