game_id,word,remark,new_std_word
531290,earth,world,underground
603731,Earthworm_Jim,name,licensed_content_cultural_products
604137,counter-insurgency,world,DELETE
604138,remix,event,change_transform_evolve
604155,world_over,world,global_international_around_the_world
604155,showcases,world,show_entertainment
604155,world_over,world,global_international_around_the_world
604515,routines,world,train_practice
604515,Mark_DellaGrotte,avatar,athlete_name
604515,Greg_Jackson,name,athlete_name
604515,routines,world,train_practice
604704,super-sonic_jets,world,plane
604704,super-sonic_jets,world,plane
605047,CSI,franchise,licensed_content_cultural_products
605052,Sky-line,world,aerial
605248,Pictionary,franchise,licensed_content_cultural_products
605266,abandoned,world,abandon
605302,free_will,world,decide_choose
605304,vessel_,world,ghost
605345,scare,event,scary_terrifying_horror
605452,loot,event,treasure
605673,living_room,world,home
605724,balance,world,peace_order
605745,worldwide,world,global_international_around_the_world
605747,return,event,tennis
605747,return,event,tennis
605791,fantastic,world,thrill_excitement_rush
605791,tracks,world,music
605961,contested,world,compete
606286,Power-up,world,powerup_pickup
606289,US_army,world,united_states
606289,piloting,event,pilot
606303,Wei,name,china
606303,unify,event,power_control_rule
606312,decadent,world,corrupt
606350,excercise,event,train_practice
609390,skates,world,skate_inline_roller
609390,dominance,event,win
609526,power-up,world,powerup_pickup
609526,breakout,event,break_scatter
610121,spacecraft,world,spaceship
610420,Pyro,name,licensed_content_cultural_products
610675,special_attack,event,move_special_move
610675,Ship_,world,boat
610762,keydron,world,object
610767,host,world,body
610876,move,event,move_special_move
610876,Purge,name,JUST_NAME
610876,Shadow,world,JUST_NAME
611171,life_forms,world,creature
611664,pint-sized,franchise,small_mini
611664,rides,world,adventure
611752,improve,event,build_construct
611752,boxes,world,grid
612198,crossing,event,avoid
612198,lab_rat,world,rodent_mouse
612247,Pirates_of_the_Caribbean,franchise,licensed_content_cultural_products
612247,Pirates_of_the_Caribbean:_At_World's_End,franchise,licensed_content_cultural_products
612247,Pirates_of_the_Caribbean:_Dead_Man's_Chest,franchise,licensed_content_cultural_products
612247,Pirates_of_the_Caribbean:_On_Stranger_Tides,franchise,licensed_content_cultural_products
612247,Pirates_of_the_Caribbean:_The_Curse_of_the_Black_Pearl,franchise,licensed_content_cultural_products
614204,peace-keeping,event,soldier
614208,terrorist,world,terrorism
614508,power-ups,world,powerup_pickup
614524,single-player_campaigns,mode,campaign
615810,Mother_Nature,world,wilderness_nature
615816,Prototype,world,licensed_content_video_games
615816,power,world,strength_physical
616012,mana,world,energy_power
616012,peace,event,peace_order
616326,MLB,franchise,licensed_tournament
617322,powers,world,country_nation
617322,demands,world,trade
617354,expand,event,grow
617354,blocks,event,block_cube_brick
617357,Warfare,world,darts
618273,PGA,name,licensed_tournament
618630,loot,event,treasure
618775,teamwork,world,cooperate
619315,Lightning,name,JUST_NAME
619744,loveable,world,cute
619744,plan,world,strategy_tactics
619843,time_machine,world,DELETE
620232,Tears_to_Tiara,name,licensed_content_video_games
620232,dominance,event,power_control_rule
620242,corridors,world,room_chamber
620580,tracks,world,music
620580,Fred_Deakin,name,music_band_name
620591,extract,event,dismember_mutilate
620591,flesh,world,body
620881,haunts,world,scary_terrifying_horror
620881,pits,world,confront
621202,Cotton-Eyed_Joe,name,country_music_genre
621319,Zords,name,points
621364,aircraft,world,plane
621364,First_World_War,name,world_war_i
622365,stamps,world,sticker
622500,find_out,event,discover_reveal
622895,endless,world,horde_wave_mass
622897,parent,world,all_ages
623294,badniks,name,enemy
623998,commando,event,soldier
624516,Interpol,name,music_band_name
625218,over-flowing,world,horde_wave_mass
625218,experimental,world,create_design
625676,third_unprdictable_element,world,DELETE
625926,world,world,global_international_around_the_world
626515,haunted,world,scary_terrifying_horror
626625,living_room,world,home
627045,inventory,world,resources
627045,face_off,event,compete
627150,chain_combos,event,combo
627150,power-ups,world,powerup_pickup
627224,special_move,event,move_special_move
627288,ice,world,hockey_rink
628132,waving,world,move_special_move
628132,wingsuit,event,equipment
628141,park,world,wilderness_nature
628146,Empire_State_building,name,attractions_sights
628357,seals,world,artifact_relic
628661,legion,world,army
628661,warriors,world,warrior
629723,abandoned,world,abandon
629723,buildings,event,building_structure
630113,hypersonic,world,fast
630380,swing,event,baseball
630384,frontier,world,chaos
630384,claim,event,territory
630670,Bats,world,licensed_content_cultural_products
631384,vistas,world,scenic_beauty
631651,Pro_Lite_Trucks,name,truck
631927,personalities,world,style
631936,Lord_Voldemort,name,licensed_content_cultural_products
632147,toe-to-toe,world,contest_match
632493,trick,event,skill_technique
632665,lone,avatar,alone
632666,movement,event,move_special_move
632676,purging_,event,kill
632689,killer,world,cool_groovy
632699,probing,world,invasion
632708,single,mode,alone
632708,control,event,move_special_move
632708,picking_up,event,romance_love
632708,jungles,world,playground
632801,Eddie_'Skate'_Hunter,name,JUST_NAME
632821,back_in_time,event,history
632836,Snowy,world,JUST_NAME
632843,Mercury_Blob,world,blob
632857,winter,event,arctic_frozen_icy
632877,Shipwrecked,world,stranded
632881,prevent,event,stop
632888,tracks,world,music
632906,Barbra_Streisand,name,music_song_name
632907,fun_house_mirrors,world,mirror
632907,fun,world,comedy_humor_funny
632920,baller,world,athlete
632920,around-the-world,event,basketball
632973,property,world,building_structure
632974,Mini_Stars,name,points
633400,men,world,human_race_mankind
633402,servants,world,minion
633402,followers,world,minion
634005,nemo,name,JUST_NAME
634060,magic,avatar,magic
634344,lone,avatar,alone
634475,weird,world,fantasy
634475,power-ups,world,powerup_pickup
634475,bats,world,wild_land_animal
634491,hustler,world,deception_trickery
635231,group,world,band_music_group
635231,face_off,event,compete
635803,arenas,world,fighting_ring
635803,ring_outs,event,move_special_move
636218,prisoner,world,capture
636218,amazon,avatar,warrior
637316,splits,event,dismember_mutilate
637912,Mad_Scientist,world,crazy_wacky
638434,gain,event,grow
639758,superhero,avatar,superhuman
639758,platoon,world,DELETE
640098,trick,event,skill_technique
640643,break_into,event,steal_theft
640837,hits,world,hit_cultural_product
640837,Mamma_Mia,franchise,music_song_name
640838,arenas,world,fighting_ring
640857,Little_Planet,mode,JUST_NAME
640910,DeLorean_Time_machine,name,machine
640915,space,world,space_area_zone
641824,Spirit_Balls,world,gem_diamond
641863,ground,world,territory
641863,mortarmen,world,artillery_cannon
644272,loved_ones,world,family
644714,hitman,franchise,kill
644809,universe,world,worlds_realm_land_world
644809,forge,event,build_construct
645907,thwarting,event,stop
645907,rhythm-music_platforming_game,world,rhythm
646483,owner,avatar,manage
646483,fit,event,strength_physical
646483,personalized,world,customize
647136,grace,event,style
647140,space,world,worlds_realm_land_world
647271,living_room,world,home
647271,worm,world,dance
647927,tracks,world,music
648265,preventing,event,stop
649257,tracking,event,search
649286,haunt,world,scary_terrifying_horror
651288,dominating,event,defeat
651559,chewing_gum,world,candy
652585,Ratatouille,name,licensed_content_cultural_products
652988,space_,world,worlds_realm_land_world
652995,phoenix,world,united_states
652995,Marseilles,name,france
652999,supernatural,world,superhuman
655783,organization,world,government
655925,haunted,world,scary_terrifying_horror
656452,play,event,american_football
657485,love,world,family
657807,mad_scientist,world,crazy_wacky
658209,naval_strategy_simulation,world,sea_ocean
659955,children,world,kids
660141,Ken_Roczen,name,athlete_name
662021,Justice,name,licensed_content_video_games
662532,control,event,guide
663926,prime_,name,licensed_content_cultural_products
664236,Austin,name,racetrack
664236,Germany,world,racetrack
664236,United_States_Grand_Prix,name,racetrack
664645,Sackgirl,name,licensed_content_video_games
664713,Oswald_the_Lucky_Rabbit,name,licensed_content_cultural_products
664713,remote_control,world,machine
664909,Williams,name,pinball
665659,Super_Sheep,world,bomb
666403,tracks,world,music
666403,power-ups,world,powerup_pickup
666596,races,event,class_breed_race
666759,time-travelling,world,time_travel
667067,Lost_Planet,mode,licensed_content_video_games
667277,Super_Saiyan,name,licensed_content_cultural_products
668545,riches,world,treasure
668737,tracks,world,music
668737,BlackRock_Shooter,name,music_song_name
668999,Sly_Cooper,name,licensed_content_video_games
668999,LittleBigPlanet,mode,licensed_content_video_games
668999,Sweet_Tooth,name,licensed_content_video_games
668999,Hades,name,hell
670379,shadows,world,dark_no_light
670379,silently,world,stealth
670460,super_hero,avatar,superhuman
671114,NASCAR,franchise,licensed_tournament
671862,planes,world,worlds_realm_land_world
672372,MyCAREER,mode,career
672473,Wonder_Woman,name,licensed_content_cultural_products
672622,unite,event,conquer
672726,path,world,route
672739,ring,world,DELETE
672897,Golem,name,JUST_NAME
672903,strength,world,strength_physical
672908,children,world,kids
673012,tracks,world,music
673021,supernatural,world,superhuman
673089,land_world,world,worlds_realm_land_world
674413,strikes,event,hit_strike_blow
674413,hiding_places,world,cover_hide_protect
675735,K,name,JUST_NAME
676466,haunting,world,scary_terrifying_horror
676832,power-ups,world,powerup_pickup
676832,Austin,name,racetrack
676835,track,world,music
677382,shielding,world,cover_hide_protect
677382,find_its_way,event,find
677790,bizarre,world,crazy_wacky
679614,continents,world,global_international_around_the_world
681609,battleships,event,warship
681989,lightning,world,JUST_NAME
682468,Safiri,name,class_breed_race
683105,shape,world,change_transform_evolve
683187,rip_off,event,dismember_mutilate
684636,streets,world,city
685538,Worlds_of_Stories,name,JUST_NAME
687477,splotchy,world,ooze_slime
687861,vassals,world,minion
687861,Overlord,avatar,nobility_lord_count_baron
687862,Grace,name,licensed_content_video_games
687862,Raxel,name,licensed_content_video_games
690620,overtake,event,compete
690620,PGA,name,licensed_tournament
693049,New_World,name,licensed_content_video_games
693049,Luffy,name,licensed_content_video_games
693049,Sanji,name,licensed_content_video_games
693049,Zoro,name,licensed_content_video_games
696378,beautiful,world,sexy_adult_erotica
700994,Queen_Zenobia,world,JUST_NAME
702679,safety,world,american_football
702679,slashing,event,american_football
702679,safety,world,american_football
702725,power-ups,world,powerup_pickup
702770,SWAP_Force,name,team_group_crew_squad
703417,paths,world,route
704471,trial,world,challenge
706030,1930Â´s,world,history
706032,masters,world,leader
706032,fire,event,fire_flame
707754,mental_health,world,psychological
707754,madness,world,insane_deranged
709763,Aperture_Sciences_Enrichment_Center,name,licensed_content_video_games
710754,80s,world,retro
711402,cut,event,run_dash_sprint
715250,battleships,event,warship
716879,dark,world,dark_no_light
716879,1940s,world,history
717252,yards,world,space_area_zone
717252,knock,event,pass_object
717252,space,world,space_area_zone
718283,otherworld,world,death
718933,personal,world,trait_characteristics
719823,tracks,world,music
720090,Spirit_Bomb,world,bomb
721166,powerups,world,powerup_pickup
721166,pit,world,underground
722588,tracks,world,music
722615,Vartax_Detention_Center,name,prison
722615,abandoned,world,remote_isolated_undiscovered
722789,characters,world,fight
724307,organization,world,company_business_corporation
727630,WWII,world,world_war_ii
728005,blocks,world,block_cube_brick
730866,stars,world,planet
732892,special_moves,event,move_special_move
732892,Arcana_Eclipse,event,move_special_move
732892,Extend_Force,event,move_special_move
734964,stages,world,contest_match
739447,Atom,name,licensed_content_video_games
739447,Antler,name,licensed_content_video_games
739447,Anaconda,name,licensed_content_video_games
739447,Aurelius,name,licensed_content_video_games
739447,Aardvark,name,licensed_content_video_games
762884,levels,world,DELETE
766676,powerful,world,strength_physical
766676,moon,world,night
768265,pit,world,underground
784567,planes,world,worlds_realm_land_world
786046,Single-Seaters,world,car
805462,The_Great_War,name,war
805462,war_machine,world,machine
814805,Black_Bullet,name,licensed_content_video_games
887306,power-ups,world,powerup_pickup
895981,Voralberg_toy_company,name,toy
926821,grace,event,agile_athletic
926934,hesitate,event,decide_choose
927143,outrun,event,escape
927448,slash,event,run_dash_sprint
927950,party,world,team_group_crew_squad
928116,outrun,event,escape
928233,man,avatar,human_race_mankind
928235,force,world,brutal_violent_cruel
928262,PGA,name,licensed_tournament
928289,shoes,world,footwear_shoes
928296,cruise,event,skateboarding
928332,Corleone,name,gang_criminal_organization_maffia
928334,struggles,world,challenge
928377,leader,event,leader
928399,US_Army_Ranger,name,soldier
928399,pits,world,fight
928456,HOUND,name,mech_robot
928463,running,event,manage
928463,hitting,event,shot_sports
928517,power-ups,world,powerup_pickup
928517,mortal,world,enemy
928678,Enchanter,avatar,wizard
929198,organization,world,company_business_corporation
929198,shadow,world,dark_no_light
929255,pilotable,event,drive
929531,frozen,world,stop
929531,era,world,time
929921,Ultimate_Human_Weapon,world,weapon
929921,experimental,world,laboratory
930013,unify,event,conquer
930036,sound,world,sonic_sound
930092,jostle,event,fight
930144,genetic,world,trait_characteristics
930159,elude,event,escape
930270,wheels,world,bike_motorbike
930281,domination,event,power_control_rule
930740,Scarface,name,JUST_NAME
930760,strikers,event,athlete
930760,turn,event,skill_technique
930825,power-up,world,powerup_pickup
930825,course,world,playing_field
930847,white_belt,world,martial_arts
930851,squares,world,block_cube_brick
930851,lines,world,grid
930853,pieces,world,part_piece
930854,space-station,world,base_headquarter_fort
930856,Thor,name,JUST_NAME
930858,waves,world,horde_wave_mass
930858,Nasties,world,enemy
930953,ESPN,world,television_broadcast
931333,path,world,route
931415,Encyclopedia,world,knowledge
931493,spaceships,world,spaceship
932101,commercial,world,money
932273,Annie_Duke,name,athlete_name
932273,button,world,symbol_icon
932329,villages,world,village
932514,fighter,world,spaceship
932516,fighter,world,spaceship
932516,space_craft,world,spaceship
932550,outdoors,world,wilderness_nature
932550,scare,event,scary_terrifying_horror
932550,zip,event,ride
932594,flight,event,escape
932615,worldwide,world,global_international_around_the_world
932655,aircraft,world,plane
932655,silent,world,stealth
932655,aircraft_carriers,world,warship
932673,Water,world,elemental
932673,Fire,world,elemental
932673,Sokka,name,licensed_content_cultural_products
932673,Haru,name,licensed_content_cultural_products
932673,Katara,name,licensed_content_cultural_products
932673,Avatar,franchise,licensed_content_cultural_products
932731,Road_America,name,racetrack
932731,Tsukuba,name,racetrack
932811,re-create,perspective,fix_repair
932831,Monkey_Kung-Fu,name,martial_arts
932850,paths,world,route
932877,out-of-control,world,mischief
932877,foil,event,stop
932906,Piston_Cup__Championship,name,tournament_competition
932935,relay,event,turn_alternate
932983,professional_,avatar,pro_professional
932984,fortune_hunter,world,treasure
932993,take_on,event,compete
932993,LPGA,name,licensed_tournament
932999,Mad_King_Ashnard,name,insane_deranged
933005,stray,world,lost_missing
933010,baseball,world,baseball
933012,bizarre,world,crazy_wacky
933012,Peach,name,licensed_content_video_games
933024,Santa_Destroy,name,JUST_NAME
933024,league,world,gang_criminal_organization_maffia
933035,Donkey_Kong,name,licensed_content_video_games
933054,Spread_Gun,world,gun
933058,ship,world,plane
933061,reap,event,collect_gather
933061,bury,world,kill
933078,Hellboy,name,licensed_content_cultural_products
933119,Will_Turner,name,licensed_content_cultural_products
933123,crime_thriller,genre,tension_suspense
933136,gunpowder,world,explode_blast
933142,ice,world,hockey_rink
933155,peace,event,peace_order
933155,peace,event,peace_order
933195,catch,event,capture
933195,sales,world,trade
933693,pitch,world,soccer_pitch
933705,ice,world,hockey_rink
933709,ESPN,name,television_broadcast
933860,frontiers,world,arctic_frozen_icy933864
933868,Big_Five,world,wild_land_animal
934034,jabbing,event,stab
934034,special_moves,event,move_special_move
934329,Beat_The_Bomb,mode,explode_blast
934472,plagued,world,attack
934602,power-ups,world,powerup_pickup
934605,ruler,world,leader
934752,wingmen,event,pilot
934752,aircraft,world,plane
934754,take_down,event,kill
935054,bull's-eye,world,target
935091,Metro_Station,name,subway_metro
935183,Coral_Attols,world,island
935371,bizarre_,world,crazy_wacky
935581,fish,event,underwater_animal
935591,marine,world,underwater_animal
935591,sea-life,world,underwater_animal
935598,Star_Carnival_Bowling,name,bowling
935607,Pop_Star,name,outer_space
935644,professional,world,pro_professional
935656,power-ups,world,powerup_pickup
