"","id","cos_sim_1yr","cos_sim_2yr"
"1","930036",NA,NA
"2","930085",NA,NA
"3","930144",NA,NA
"4","930278",NA,NA
"5","931221",NA,NA
"6","932031",NA,NA
"7","932117",NA,NA
"8","932520",NA,NA
"9","932853",NA,NA
"10","932984",NA,NA
"11","933007",NA,NA
"12","933119",NA,NA
"13","934380",NA,NA
"14","934443",NA,NA
"15","934872",NA,NA
"16","935677",NA,NA
"17","937715",NA,NA
"18","937748",NA,NA
"19","938028",NA,NA
"20","938068",NA,NA
"21","938207",NA,NA
"22","938400",NA,NA
"23","938508",NA,NA
"24","938877",NA,NA
"25","939405",NA,NA
"26","939465",NA,NA
"27","940567",NA,NA
"28","942280",NA,NA
"29","942874",NA,NA
"30","926596",NA,NA
"31","928376",NA,NA
"32","928546",NA,NA
"33","930280",NA,NA
"34","932882",NA,NA
"35","933037",NA,NA
"36","933078",NA,NA
"37","936034",NA,NA
"38","939097",NA,NA
"39","939451",NA,NA
"40","939458",NA,NA
"41","941882",NA,NA
"42","941951",NA,NA
"43","941960",NA,NA
"44","942059",NA,NA
"45","942198",NA,NA
"46","942282",NA,NA
"47","942291",NA,NA
"48","942420",NA,NA
"49","942960",NA,NA
"50","943273",NA,NA
"51","943494",NA,NA
"52","943732",NA,NA
"53","943951",NA,NA
"54","945943",NA,NA
"55","946162",NA,NA
"56","946208",NA,NA
"57","946617",NA,NA
"58","950874",NA,NA
"59","950878",NA,NA
"60","951897",NA,NA
"61","929198",NA,NA
"62","929914",NA,NA
"63","938954",NA,NA
"64","939462",NA,NA
"65","942025",NA,NA
"66","942350",NA,NA
"67","942937",NA,NA
"68","943672",NA,NA
"69","943679",NA,NA
"70","943806",NA,NA
"71","944568",NA,NA
"72","944706",NA,NA
"73","944924",NA,NA
"74","945121",NA,NA
"75","945905",NA,NA
"76","946788",NA,NA
"77","948959",NA,NA
"78","950974",NA,NA
"79","951867",NA,NA
"80","952337",NA,NA
"81","952370",NA,NA
"82","952373",NA,NA
"83","952858",NA,NA
"84","954263",NA,NA
"85","955120",NA,NA
"86","955125",NA,NA
"87","956191",NA,NA
"88","956856",NA,NA
"89","957999",NA,NA
"90","958890",NA,NA
"91","958956",NA,NA
"92","959196",NA,NA
"93","959216",NA,NA
"94","959272",NA,NA
"95","959942",NA,NA
"96","960116",NA,NA
"97","960171",NA,NA
"98","960216",NA,NA
"99","960443",NA,NA
"100","961274",NA,NA
"101","978268",NA,NA
"102","605976",0,0
"103","606544",0.279751442472094,0.23643312187173
"104","928006",0,0
"105","939336",0.0975900072948533,0.164957219768465
"106","939413",0,0
"107","942006",0.205195670417031,0.173421993904824
"108","942955",0,0
"109","943397",0.169030850945703,0.214285714285714
"110","943500",0,0
"111","943928",0.0975900072948533,0.164957219768465
"112","946345",0.119522860933439,0.101015254455221
"113","950186",0.124034734589208,0.104828483672192
"114","952493",0,0
"115","957923",0,0
"116","957984",0,0
"117","960403",0.0953462589245592,0.080582296402538
"118","960494",0.115470053837925,0.0975900072948533
"119","960509",0,0
"120","960554",0,0.142857142857143
"121","961275",0,0
"122","961285",0.105409255338946,0.0890870806374748
"123","961686",0.223606797749979,0.188982236504614
"124","975240",0.134839972492648,0.113960576459638
"125","976418",0,0
"126","976803",0.149071198499986,0.125988157669742
"127","980491",0.316227766016838,0.267261241912424
"128","981379",0.216930457818656,0.183339699405642
"129","988809",0.205195670417031,0.173421993904824
"130","989132",0,0
"131","989150",0,0
"132","991065",0.248069469178417,0.314485451016575
"133","995071",0,0
"134","996092",0,0
"135","997056",0.205195670417031,0.260132990857236
"136","997663",0.325395686727984,0.366679398811285
"137","997755",0.239045721866879,0.303045763365663
"138","531290",0.105409255338946,0.115470053837925
"139","605302",0,0
"140","606288",0,0.129099444873581
"141","609595",0.123091490979333,0.202259958738973
"142","611664",0,0.0845154254728517
"143","611671",0,0.190692517849118
"144","612247",0,0
"145","614909",0,0.0912870929175277
"146","615288",0.129099444873581,0.14142135623731
"147","615426",0,0.0816496580927726
"148","618245",0,0.0816496580927726
"149","618770",0.166666666666667,0.182574185835055
"150","622414",0,0
"151","625528",0,0.134839972492648
"152","625933",0,0.0707106781186548
"153","626268",0.117851130197758,0.0645497224367903
"154","626631",0,0.074535599249993
"155","628136",0,0
"156","628357",0,0
"157","631685",0,0.0790569415042095
"158","631936",0,0.258198889747161
"159","632145",0.210818510677892,0.173205080756888
"160","632513",0,0.105409255338946
"161","632874",0.154303349962092,0.169030850945703
"162","632899",0,0.210818510677892
"163","640253",0,0.0845154254728517
"164","648826",0,0.182574185835055
"165","944089",0,0.158113883008419
"166","952594",0.120385853085769,0.0659380473395787
"167","954855",0,0.0953462589245592
"168","955480",0,0.149071198499986
"169","958268",0,0.074535599249993
"170","960633",0,0
"171","974869",0.136082763487954,0.074535599249993
"172","981375",0,0.0953462589245592
"173","988768",0.136082763487954,0.149071198499986
"174","989945",0,0
"175","991428",0.187317162316339,0.205195670417031
"176","996489",0,0
"177","996557",0.120385853085769,0.197814142018736
"178","997308",0,0.074535599249993
"179","999483",0,0
"180","605579",0,0
"181","605604",0,0
"182","605975",0,0.129099444873581
"183","605993",0,0
"184","611500",0,0
"185","615816",0,0.0845154254728517
"186","621796",0,0.0962250448649376
"187","625218",0,0
"188","633400",0.25,0.25
"189","636040",0.174077655955698,0.174077655955698
"190","640660",0,0
"191","643006",0.258198889747161,0.258198889747161
"192","647136",0,0.109108945117996
"193","651559",0,0.2
"194","652988",0,0.150755672288882
"195","652999",0.218217890235992,0.109108945117996
"196","655774",0,0
"197","664240",0.288675134594813,0.288675134594813
"198","669884",0,0.138675049056307
"199","670455",0,0
"200","672705",0,0
"201","691870",0.182574185835055,0.273861278752583
"202","943495",0,0
"203","950940",0,0.129099444873581
"204","972053",0.229415733870562,0.229415733870562
"205","981376",0,0
"206","988571",0,0
"207","997846",0,0
"208","997926",0,0.150755672288882
"209","997931",0.204124145231932,0.102062072615966
"210","998171",0,0
"211","605601",NA,NA
"212","614208",NA,NA
"213","615699",NA,NA
"214","632705",NA,NA
